,Brewery,County,Full Address,Lat,Lng,State,Zip Code
6860,Triple C Brewery,Mecklenburg,"2900 Griffith St, Charlotte NC",35.200853,-80.869219,NC,28203-5430
6861,"Triple Crossing Brewing - Downtown, Triple Crossing Brewing Company",Richmond City,"113 S Foushee St, Richmond VA",37.54168,-77.445635,VA,23220-5616
6862,Triple Dog Brewing,Hill,"675 First St W, Havre MT",48.555281,-109.696291,MT,59501-3415
6863,Triple J Chophouse,Lubbock,"1807 Buddy Holly Ave, Lubbock TX",33.578574,-101.844372,TX,79401-5136
6864,"Triplehorn Brewing Company, Triplehorn Brewery",King,"19510 144th Ave S E, Woodinville WA",47.769326,-122.147799,WA,98072-4468
6865,Trisha's Hair Salon,Penobscot,"134 Parkway N, Brewer ME",44.796792,-68.748905,ME,04412-1313
6866,Triumph Brewing,Bucks,"400 Union Square Dr, New Hope PA",40.364885,-74.954054,PA,18938-1367
6867,Triumph Brewing Co,Philadelphia,"117 121 Chestnut St, Philadelphia PA",39.948307,-75.143517,PA,19106-3017
6868,Troon Vineyard,Josephine,"1475 Kubli Rd, Grantspass OR",42.304146,-123.219191,OR,97527-8610
6869,Trophy Brewing Co. & Taproom,Wake,"656 Maywood Ave, Raleigh NC",35.761249,-78.657159,NC,27603-2340
6870,Trout River Brewing Co,Caledonia,"58 Broad St, Lyndonville VT",44.520378,-72.00126,VT,05851-8606
6871,Trout River Brewing Company,Caledonia County,"Po Box 165, Lyndonville VT",44.532612,-72.002977,VT,
6872,Tr's Sports Bar,Polk,"7500 University Ave, Clive IA",41.60039,-93.719833,IA,50325-1256
6873,Trudy's,Bergen,"177 Bridge Plz N, Fort Lee NJ",40.855059,-73.967032,NJ,07024-7575
6874,True Brew,Johnson,"711 Vandenberg Ave, Whiteman Afb MO",38.729979,-93.565707,MO,65305
6875,Truesdale Bar Grill,Buena Vista County,"113 Main St, Truesdale IA",42.727159,-95.183694,IA,
6876,Trumer Pils Brauerei,Alameda,"1404 4th St, Berkeley CA",37.876847,-122.30288,CA,94710-1323
6877,Trve Brewing Co.,Denver,"227 Broadway, Denver CO",39.719952,-104.987491,CO,80203
6878,T's Roadhouse,Lincoln,"11050 County Rd A, Tomahawk WI",45.500012,-89.727181,WI,54487
6879,Tsl Pro- Rec Sports,Harris,"535 Little John Ln, Houston TX",29.77706,-95.47485,TX,77024-5718
6880,Tubby's Tavern,Bexar,"1402 Cupples Rd, San Antonio TX",29.394128,-98.549678,TX,78226-1208
6881,Tuckahoe Brewery,Cape May,"9 Stoney Ct, Ocean View NJ",39.192486,-74.743551,NJ,08230-1041
6882,Tuckahoe Brewing Co.,Atlantic,"3902 English Creek Ave, Egg Harbor Township NJ",39.419996,-74.618025,NJ,08234-5746
6883,Tuckers Tavern,Stark,"225 11th St N E, Massillon OH",40.801989,-81.511503,OH,44646-8443
6884,Tugboat Brewing Co.,Multnomah,"711 S W Ankeny St, Portland OR",45.522621,-122.678341,OR,97205
6885,Tulip Valley Vineyard-orchard,Skagit,"16163 State Route 536, Mount Vernon WA",48.442791,-122.396485,WA,98273-3285
6886,Tullycross Tavern & Microbrewery,Hartford,"1487 Pleasant Valley Rd, Manchester CT",41.805457,-72.557375,CT,06042-1664
6887,Tun Tavern Restaurant & Brewery,Atlantic,"2 Convention Blvd, Atlantic City NJ",39.362599,-74.437978,NJ,08401-4135
6888,Tunnel Vision Brewery,Emmet County,"5581 S Lake Shore Doctor Pond Hill Farm, Harbor Springs MI",45.428972,-84.988695,MI,
6889,Turdo Vineyards,Cape May,"3911 Bayshore Rd, Capemay NJ",38.970761,-74.941438,NJ,08204-4301
6890,Turf's Sports Grill,Cumberland,"512 Warren Ave, Portland ME",43.686843,-70.319815,ME,04103-1006
6891,Turkey Hill Brewing Co.,Columbia,"991 Central Rd, Bloomsburg PA",41.024722,-76.426792,PA,17815-8990
6892,Turn 3 Sports Bar,Palm Beach,"23032 Sandalfoot Plaza Dr, Boca Raton FL",26.33454,-80.201799,FL,33428-6654
6893,Turoni's Pizza Newburgh,Warrick,"8011 Bell Oaks Dr, Newburgh IN",37.97536,-87.395846,IN,47630-2597
6894,Turtle Bay Bar,Orange,"10402 E Colonial Dr, Orlando FL",28.569792,-81.234748,FL,32817-4425
6895,Turtle Mountain Brewing Co,Sandoval,"905 36TH S E Pl (southern), Rio Rancho NM",35.242859,-106.664575,NM,87124-4815
6896,Turtle Mountain Brewing Company,Sandoval,"905 36th Pl S E, Rio Rancho NM",35.242859,-106.664575,NM,87124-4815
6897,Turtle Stack Brewery Llc,La Crosse,"125 2nd St S, Lacrosse WI",43.812706,-91.254372,WI,54601-3206
6898,Turtle Stone Brewery,Cumberland,"2079 S Orchard Rd, Vineland NJ",39.457335,-75.054738,NJ,08360-6243
6899,Tuscan Tavern Washington,Washington,"21 E Chestnut St, Washington PA",40.172529,-80.245277,PA,15301-6736
6900,Tustin Brewing Co,Orange,"13011 Newport Ave, Tustin CA",33.749305,-117.811113,CA,92780-3500
6901,Twain's Billiards and Tap,DeKalb County,"211 E Trinity Pl (at Church St), Decatur GA",33.773556,-84.296562,GA,
6902,Twelve Bar Brews,King,"12826 N E 178th St, Woodinville WA",47.756412,-122.167487,WA,98072-5729
6903,Twelve Ben's Inc,Suffolk,"315 Adams St, Dorchester MA",42.298705,-71.057417,MA,02122-1213
6904,Twelve Degree Brewing,Boulder,"820 Main St, Louisville CO",39.978279,-105.132144,CO,80027-1832
6905,Twelve Rounds Brewing Company,Sacramento,"866 57th St, Sacramento CA",38.565984,-121.433224,CA,95819-3327
6906,Twilight Hookah Lounge Hb,Orange,"16400 Pacific Coast Hwy, Huntington Beach CA",33.723731,-118.076642,CA,92649-1800
6907,Twilite Zone,Chippewa,"309 N Broadway St, Stanley WI",44.962153,-90.937767,WI,54768-1006
6908,Twin Cities Brewery Tours,Hennepin,"2600 University Ave S E, Minneapolis MN",44.972698,-93.219674,MN,55414-3208
6909,Twin City Commercial Service,Penobscot,"463 Lambert Rd, Brewer ME",44.800277,-68.69087,ME,04412-5427
6910,Twin City Family Medicine,Penobscot,"92 S Main St, Brewer ME",44.792916,-68.767443,ME,04412-2114
6911,Twin Lakes Brewing Co,New Castle,"4208 Kennett Pike, Greenville DE",39.787103,-75.603075,DE,19807-2023
6912,Twin Lakes Vineyard,Oklahoma,"1612 Linwood Blvd, Oklahoma City OK",35.474773,-97.537902,OK,73106-5026
6913,Twin Peaks Brewing & Malting,Clallam,"2506 W 19th St, Portangeles WA",48.12173,-123.49515,WA,98363-1358
6914,Twisp River Pub,Okanogan,"201 N Methow Vly, Twisp WA",48.366271,-120.122431,WA,98856
6915,Twisted Manzanita Ales & Spirits,San Diego,"10151 Prospect Ave, Santee CA",32.831308,-116.976055,CA,92071-4411
6916,Twisted Manzanita Brewing Pacific Beach Tasting Room,San Diego,"4652 Mission Blvd, San Diego CA",32.798718,-117.256177,CA,92109-2734
6917,Twisted Pine Brewing Company,Boulder,"3201 Walnut St, Boulder CO",40.02009,-105.25102,CO,80301-2555
6918,Twisted Rail Brewing Co,Ontario,"20 Pleasant St, Canandaigua NY",42.888571,-77.278578,NY,14424-2027
6919,Twisted Snout Brewery,Lincoln,"318 S Main St, Toledo OR",44.619015,-123.937392,OR,97391-1544
6920,Twisted Spur Brewing,Richland,"705 Gervais St, Columbia SC",33.99904,-81.040925,SC,29201-3049
6921,Twisted Trunk Brewing,Palm Beach,"2000 Pga Blvd, N Palm Beach FL",26.844131,-80.062536,FL,33408-2700
6922,Twisted X Brewing Company,Hays,"23455 W 150 Ranch Rd 12, Dripping Springs TX",30.134922,-98.088475,TX,78619
6923,Twister Creek Restaurant,Matanuska-Susitna,"13605 Main St, Talkeetna AK",62.32358,-150.114122,AK,99676
6924,Twizted Brews Brewhouse,Hamilton,"7684 Madden Dr, Fishers IN",39.957282,-86.029009,IN,46038-1304
6925,Two Brothers Roundhouse,Kane,"205 N Broadway, Aurora IL",41.760724,-88.309774,IL,60505-2663
6926,Two Brothers Taphouse & Brewery,Maricopa,"4321 N Scottsdale Rd, Scottsdale AZ",33.499188,-111.926035,AZ,85251-3329
6927,Two Deep Brewing Co,Marion,"714 N Capitol Ave, Indianapolis IN",39.77724,-86.161326,IN,46204-1114
6928,Two Docs Brewing Co,San Diego,"13645 Mira Montana Dr, Delmar CA",32.946248,-117.248602,CA,92014-3417
6929,Two Dogs Saloon,Brazoria,"2702 S Main St, Pearland TX",29.558857,-95.28525,TX,77581-4706
6930,Two Henrys Brewing Company Tasting Room,Lafayette County,"5210 Thonotosassa Rd Keel & Curley Winery, Plant City FL",34.4128,-89.367798,FL,
6931,Two Kilts Brewing Co,Washington,"14841 S W Tualatin Sherwood Rd, Sherwood OR",45.367825,-122.831096,OR,97140-7127
6932,"Two Rivers Brewing Company, Two Rivers Brewing Co.",Northampton,"542 Northampton St, Easton PA",40.690979,-75.214257,PA,18042-3517
6933,Two Rows Restaurant & Brewery,Dallas,"5500 Greenville Ave, Dallas TX",32.853549,-96.769299,TX,75206-2900
6934,Two Shy Brewing,Douglas,"1308 N W Park Roseburg, Roseburg OR",43.224874,-123.355066,OR,97470-2058
6935,Two Tall Brewing Co LLC,Racine,"N2404 Giles Dr, Burlington WI",42.578369,-88.344096,WI,53105-3533
6936,Two22 Brew,Arapahoe,"4550 S Reservoir Rd, Centennial CO",39.634106,-104.759907,CO,80015-2875
6937,Tye Dye Brewing Co,Dallas,"4040 N Central Expy, Dallas TX",32.812581,-96.790619,TX,75204-3007
6938,Tyler Beverages,Smith,"1839 W Gentry Pkwy, Tyler TX",32.363928,-95.321307,TX,75702-3929
6939,Tyranena Brewing Company,Jefferson,"1025 Owen St, Lake Mills WI",43.08555,-88.896187,WI,53551-1369
6940,T'z Market Place,Maricopa,"58 San Marcos Plz, Chandler AZ",33.302768,-111.842051,AZ,85225-7872
6941,U K Brewing Supplies Limited,Lancaster,"1392 Columbia Ave, Lancaster PA",40.038171,-76.341215,PA,17603-4743
6942,U T R Brewing Co Llc,Harris,"1506 Truxillo St, Houston TX",29.734367,-95.375795,TX,77004-3960
6943,Uber Tavern,King,"7517 N Aurora Ave (at 75th), Seattle WA",47.683827,-122.344573,WA,98103-4747
6944,Uinta Brewery,Salt Lake,"1722 S Fremont Dr, Salt Lake City UT",40.732641,-111.953375,UT,84104
6945,Ulele,Hillsborough,"1836 N Highland Ave, Tampa FL",27.959746,-82.462398,FL,33602-2605
6946,Uncle Bear's Brewery and Grill,Maricopa,"4921 E Ray Rd, Phoenix AZ",33.319781,-111.976553,AZ,85044-6401
6947,Uncle Billy's Brew & Que,Travis,"1530 Barton Springs Rd, Austin TX",30.261959,-97.761269,TX,78704-1013
6948,Uncle Bucks All American Pub,Rowan,"117 E Innes St, Salisbury NC",35.666957,-80.469388,NC,28144-5007
6949,Uncle Buck's Brewery & Steakhouse,Tarrant,"2501 Bass Pro Dr, Grapevine TX",32.955254,-97.043129,TX,76051-2009
6950,Uncommon Brewers,Santa Cruz County,"303 Potrero St, Santacruz CA",36.980683,-122.030886,CA,95060
6951,"Uncorked, Tahoe Mountain Brewing Co.",Placer,"475 N Lake Blvd, Tahoe City CA",39.170395,-120.141683,CA,96145
6952,Unc's Patio Lounge,Geauga,"10584 Washington St, Chagrin Falls OH",41.38764,-81.262159,OH,44023-2616
6953,Une Annee Brewery Llc,Cook,"1640 W Hubbard St, Chicago IL",41.889866,-87.668696,IL,60622-6310
6954,Unicorn Wine Guild,Washington,"1816 Washington Blvd, Belpre OH",39.27628,-81.598909,OH,45714-2079
6955,Unifour Brew Tours,Catawba,"75 22nd Ave N W, Hickory NC",35.762548,-81.335418,NC,28601-1306
6956,Union Brewing Company,Hamilton,"622 S Rangeline Rd, Carmel IN",39.971704,-86.127101,IN,46032-2143
6957,Union Cattle Co,Los Angeles,"1301 Manhattan Ave, Hermosa Beach CA",33.863312,-118.399295,CA,90254-3654
6958,Union Craft Brewing,Baltimore City,"1700 Union Ave, Baltimore MD",39.331856,-76.643145,MD,21211-1417
6959,Union Jack's Bar,Jefferson,"12 S Water St E, Fort Atkinson WI",42.927403,-88.8365,WI,53538-2053
6960,Union Station Fermentation,Weber,"274 25th St, Ogden UT",41.220707,-111.973914,UT,84401-2302
6961,Union Tavern,Rock,"10430 N Us Highway 14, Evansville WI",42.823939,-89.302195,WI,53536-9255
6962,Union Valley Brewing,Cook,"5261 N Lawler, Chicago IL",41.97673,-87.753689,IL,60630-1619
6963,United States Cold Storage,Fresno,"2525 E North Ave, Fresno CA",36.692417,-119.743298,CA,93725-2642
6964,United Way of Greater Milwaukee,Milwaukee,"225 W Vine St, Milwaukee WI",43.053855,-87.913237,WI,53212-3935
6965,Unity Vibration Living Kombucha Tea and Beer,Washtenaw,"93 Ecorse Rd, Ypsilanti MI",42.239641,-83.597303,MI,48198-5743
6966,University Avenue Apartments,Onondaga,"502 University Ave, Syracuse NY",43.045008,-76.134368,NY,13210-1801
6967,Up North,Dane,"514 E Wilson St, Madison WI",43.07608,-89.376307,WI,53703-3431
6968,Up The Creek Pub,Pasco,"4400 Grand Blvd, New Port Richey FL",28.223425,-82.722946,FL,34652-5451
6969,Upland Brewing Company Brew Pub,Monroe,"350 W 11th St, Bloomington IN",39.173256,-86.537419,IN,47404-3720
6970,Upright Brewing,Multnomah,"240 N Broadway, Portland OR",45.535007,-122.66864,OR,97227-1801
6971,Upslope Brewery,Boulder,"1898 S Flatiron Ct, Boulder CO",40.019777,-105.21852,CO,80301-2823
6972,Upslope Brewing Company,Boulder County,"1501 Lee Hill Rd, Boulder CO",40.061975,-105.278078,CO,80304
6973,"Upstate Brewing Company, Upstate Brewing Co.",Chemung,"3028 Lake Rd, Elmira NY",42.13331,-76.812173,NY,14903-1409
6974,Uptown Market,Washington,"6620 S W Scholls Ferry Rd, Portland OR",45.472598,-122.772786,OR,97223-7166
6975,Uptown Roos House Tavern,Montgomery,"1040 Willow St, Norristown PA",40.121073,-75.338357,PA,19401-3830
6976,Uptown Tavern,Huntington,"32 W Washington St, Huntington IN",40.8823,-85.496194,IN,46750-2658
6977,Urban Artifact,Hamilton,"1660 Blue Rock St, Cincinnati OH",39.160413,-84.542411,OH,45223-2572
6978,Urban Chestnut Brewing Co,Saint Louis City,"3229 Washington Ave, Saint Louis MO",38.637607,-90.225869,MO,63103-1218
6979,Urban Farm Fermentory,Cumberland,"200 Anderson Saint Bay 4, Portland ME",43.6695,-70.25586,ME,04101-2545
6980,Urban Harvest Brewing Company,Milwaukee,"1024 S 5th St, Milwaukee WI",43.020468,-87.916841,WI,53204-1733
6981,Urban Legend Brewing Company,Dupage,"1115 Zygmunt Cir, Westmont IL",41.775549,-87.982238,IL,60559-2684
6982,Urban Minute,New York,"366 Amsterdam Ave, New York NY",40.782007,-73.979157,NY,10024-6737
6983,Urban Oyster Brewed In Brooklyn Tour,Kings County,"Williamsburg, Brooklyn NY",40.7,-73.95,NY,
6984,Urban Street Brewing Co,Saint Louis City,"4465 Manchester Ave, Stlouis MO",38.626366,-90.26135,MO,63110-2113
6985,Urban Tree Cidery,Fulton,"1465 Howell Mill Rd N W, Atlanta GA",33.794606,-84.415001,GA,30318-4223
6986,Urbn St. Brewing Co.,San Diego,"110 N Magnolia Ave, El Cajon CA",32.795562,-116.962446,CA,92020-3904
6987,Utah Brewers Cooperative,Salt Lake,"1763 S 300 W, Salt Lake City UT",40.762775,-111.938405,UT,84104-3006
6988,Utica Bar,Dane,"2167 County Rd W, Cambridge WI",42.96617,-89.121814,WI,53523
6989,U-tote-m Inc,York,"1440 Bannister St, York PA",39.960865,-76.760811,PA,17404-4911
6990,Vagabond Brewing,Marion,"2195 Hyacinth St N E, Salem OR",44.980782,-123.0016,OR,97301-3104
6991,Valentines Liquor,Los Angeles,"924 Baldwin Ave, Arcadia CA",34.125906,-118.054878,CA,91007-7510
6992,Valhalla Brewing Supplies,Skagit,"2017 Old Highway 99 S Rd, Mount Vernon WA",48.406486,-122.335866,WA,98273
6993,Valholl Brewing Co Llc,Kitsap County,"18928 N E, Poulsbo WA",47.733346,-122.644161,WA,
6994,"Valholl Brewing, Valhöll Brewery",Kitsap,"18970 3rd Ave N E, Poulsbo WA",47.73518,-122.645521,WA,98370-7495
6995,Valiant Brewing Company,Orange,"2294 N Batavia St, Orange CA",33.826257,-117.862095,CA,92865-3106
6996,Valley Brewing Company,San Joaquin,"157 W Adams St, Stockton CA",37.972534,-121.300398,CA,95204-5337
6997,Valley Grown Brewing Llc,Fresno,"2595 E Perrin Ave 115, Fresno CA",36.874048,-119.73682,CA,93720-5200
6998,Valley Homebrew,Frederick,"199 Sulky Dr, Winchester VA",39.114089,-78.198416,VA,22602-2443
6999,Valley House,Bradford,"112 W Lockhart St, Sayre PA",41.98213,-76.515409,PA,18840-2008
7000,Valley Inn,Erie,"8082 Olean Rd, Holland NY",42.661925,-78.555512,NY,14080-9714
7001,Valley Inn The,Lycoming,"204 Valley St, Duboistown PA",41.222341,-77.036841,PA,17702-6738
7002,Valley Spring Water,Penobscot,"2004 Moosehead Trl, Plymouth ME",44.772342,-69.21059,ME,04969-3211
7003,Valley Tavern,Allegany,"307 Valley St, Cumberland MD",39.659886,-78.76777,MD,21502-1549
7004,Valley View Winery,Jackson,"1000 Upper Applegate Rd, Jacksonville OR",42.223066,-123.047561,OR,97530-9175
7005,Valley Winery & Brew Supply,Matanuska Susitna,"1705 N Ranch Rd, Palmer AK",61.598355,-149.265227,AK,99645
7006,Vandermill Cider,Kent,"505 Ball Ave N E, Grand Rapids MI",42.971433,-85.630045,MI,49503-2011
7007,Vanport Brewing,Multnomah,"215 N E Dekum St, Portland OR",45.571795,-122.66296,OR,97211-2907
7008,Vault Brewing,Bucks,"10 S Main St, Yardley PA",40.242134,-74.838545,PA,19067-1511
7009,Vega's Lounge,Philadelphia,"217 E Westmoreland St, Philadelphia PA",39.999866,-75.126434,PA,19134-1627
7010,Vendome Wine and Spirits,Orange,"3115 Yorba Linda Blvd, Fullerton CA",33.889201,-117.871158,CA,92831-2307
7011,Venice Beach Beer Co,Los Angeles,"8457 Eastern Ave, Bellgardens CA",33.954063,-118.163908,CA,90201-6116
7012,Ventana Vineyards,Monterey,"38740 Los Coches Rd, Soledad CA",36.358915,-121.305558,CA,93960
7013,Venteux Vineyards,San Luis Obispo,"1795 Las Tablas Rd, Templeton CA",35.556509,-120.733961,CA,93465-8755
7014,Ventosa Vineyard,Ontario,"3440 Rte 96a, Geneva NY",42.857518,-76.935196,NY,14456-9209
7015,Ventura Coast Brewing Co,Ventura,"76 S Oak St, Ventura CA",34.279744,-119.294654,CA,93001-2702
7016,Ventura Coastal Corp,Ventura,"2325 Vista Del Mar Dr, Ventura CA",34.265242,-119.266706,CA,93001-3751
7017,Venture Inn,Multnomah,"13900 N E Sandy Blvd, Portland OR",45.55408,-122.519731,OR,97230-2666
7018,Verboten,Larimer,"127 5th St, Loveland CO",40.396524,-105.075122,CO,80537-5503
7019,Verboten Brewing,Larimer,"127 E 5th St, Loveland CO",40.396524,-105.075122,CO,80537-5503
7020,Verde Brewing Co,Yavapai,"348 S Main St, Campverde AZ",34.564986,-111.854951,AZ,86322-7151
7021,"Veritas Winery & Vineyard, Veritas Winery Vineyard",Nelson,"145 Saddleback Farm, Afton VA",38.017609,-78.837561,VA,22920-2324
7022,Vermont Brewers Association,Windsor,"142 Kirk Meadow Rd, Springfield VT",43.293048,-72.528886,VT,05156-9413
7023,Vernal Brewing Company,Uintah,"55 S 500 E, Vernal UT",40.454802,-109.519026,UT,84078-2736
7024,Vertigo Brewing Tap Room,Washington,"21420 N W Nicholas Ct, Hillsboro OR",45.531927,-122.897397,OR,97124-6618
7025,Veteran Beer Co,Cook,"320 W Ohio St, Chicago IL",41.892386,-87.636437,IL,60654-5982
7026,Veterans United Craft Brewery,Duval,"8999 Western Way, Jacksonville FL",30.201631,-81.556369,FL,32256-0342
7027,Vettes Inc,Schuylkill,"91 Macomb St, New Philadelphia PA",40.722336,-76.118798,PA,17959-1031
7028,Vice District Brewing,Cook,"1454 S Michigan Ave, Chicago IL",41.862598,-87.624045,IL,60605-2811
7029,Victor Hugo Winery,San Luis Obispo,"2850 El Pomar Dr, Templeton CA",35.562742,-120.648722,CA,93465-8623
7030,Victor's Grape Arbor,Bernalillo,"2436 San Mateo Pl N E, Albuquerque NM",35.106776,-106.586389,NM,87110-4057
7031,Victor's Tavern,Philadelphia,"5550 Wayne Ave, Philadelphia PA",40.031251,-75.178033,PA,19144-3317
7032,Victor's Tavern Adelphia,Philadelphia,"5701 Elmwood Ave, Philadelphia PA",39.929931,-75.219346,PA,19143-6126
7033,Vie Del Co,Fresno,"13363 S Indianola Ave, Kingsburg CA",36.544954,-119.584144,CA,93631-9268
7034,Vie-del Co,Fresno,"11903 S Chestnut Ave, Fresno CA",36.563246,-119.73702,CA,93725-9618
7035,Viking Braggot Company,Lane,"520 Commercial St, Eugene OR",44.054255,-123.167173,OR,97402-5308
7036,Viking Brewing Company,Barron,"234 W Dallas St, Dallas WI",45.259108,-91.818078,WI,54733-9706
7037,Villa Antonio Winery,Jefferson,"3660 Linhorst Rd, Hillsboro MO",38.28048,-90.474288,MO,63050-3818
7038,Villa Bellangelo,Yates,"150 Poplar Point Rd, Dundee NY",42.565327,-76.91764,NY,14837-9134
7039,Villa Bleu Tavern & Restaurant - Fox River Grove,Mchenry,"516 Northwest Hwy, Fox River Grove IL",42.196336,-88.215915,IL,60021-1113
7040,Villa Novia Vineyards,Josephine,"5455 Deer Creek Rd, Selma OR",42.276617,-123.52901,OR,97538-9537
7041,Villa Toscana,Riverside,"39980 Camino Del Vino, Temecula CA",33.541887,-117.030958,CA,92592-9665
7042,Villa Toscano Winery,Amador,"10600 Shenandoah Rd, Plymouth CA",38.505993,-120.825468,CA,95669-9513
7043,Village Cork & Keg,Hartford,"10 Hartford Ave, Granby CT",41.952157,-72.787553,CT,06035-2304
7044,Village Idiot Brewing Company,Burlington,"42 High St, Mount Holly NJ",39.994148,-74.787924,NJ,08060-1702
7045,Village Tavern,Johnson,"344 Main St, Elk Creek NE",40.286411,-96.129018,NE,68348-9746
7046,Villicana Winery,San Luis Obispo,"2735 Adelaida Rd, Paso Robles CA",35.651267,-120.742654,CA,93446-9765
7047,Vin Du Lac Winery,Chelan,"105 Highway 150, Chelan WA",47.849499,-120.035427,WA,98816-9518
7048,Vine Park Brewing Co.,Ramsey,"1254 7th St W, Saint Paul MN",44.922448,-93.134518,MN,55102-4123
7049,Vine Street Pub & Brewery,Denver,"1700 Vine Saint (at 17th Ave), Denver CO",39.752563,-104.999373,CO,80202-1204
7050,Vineland Syrup Inc,Cumberland,"723 S East Blvd, Vineland NJ",39.477566,-75.026484,NJ,08360-5679
7051,Vinn Distillery,Clackamas,"7990 S W Boeckman Rd, Wilsonville OR",45.31749,-122.758809,OR,97070-5769
7052,Vino Ventures Oregon Winery Tours,Washington,"6700 S W 105th Ave, Beaverton OR",45.471861,-122.785575,OR,97008-5423
7053,Vino's,Pulaski,"923 W 7th St, Little Rock AR",34.743609,-92.282052,AR,72201-4005
7054,Vintage Brewing Co.,Dane,"674 S Whitney Way, Madison WI",43.050931,-89.473577,WI,53711-1035
7055,Vintage Restaurant,Gasconade,"1110 Stone Hill Hwy, Hermann MO",38.697443,-91.448908,MO,65041-1280
7056,Vintner's Cellar Canton Winery,Wayne,"8515 N Lilley Rd, Canton MI",42.348199,-83.459939,MI,48187-2092
7057,Vinum Usa Inc,Morris,"42 Woodland Rd, Madison NJ",40.745109,-74.402634,NJ,07940-2828
